gene_id	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
ENSG00000259054	0	0	0	0	0	0	0	0	0
ENSG00000259055	0	0	0	0	0	0	0	0	0
ENSG00000259056	0	0	0	0	0	0	0	0	0
ENSG00000259057	0	0	0	0	0	0	0	0	0
ENSG00000259058	0	0	0	0	0	0	0	0	0
ENSG00000259059	0	0	0	0	0	0	0	0	0
ENSG00000259060	0	0	0	0	0	0	0	0	0
ENSG00000259061	0	0	0	0	0	0	0	0	0
ENSG00000259062	6	0	3	0	0	0	0	0	0
ENSG00000259064	0	0	0	0	0	0	0	0	0
ENSG00000259065	0	0	0	0	0	0	0	0	0
ENSG00000259066	0	0	0	0	0	0	0	0	0
ENSG00000259067	0	0	0	0	0	0	0	0	0
ENSG00000259068	0	0	0	0	0	0	0	0	0
ENSG00000259069	0	0	0	0	0	0	0	0	0
ENSG00000259070	0	231	0	0	0	0	0	0	0
ENSG00000259071	0	0	0	0	0	0	0	0	0
ENSG00000259072	0	0	0	0	0	0	0	0	0
ENSG00000259073	0	0	0	0	0	0	0	0	0
ENSG00000259074	0	0	0	0	0	0	0	0	0
ENSG00000259075	48.62	0	0	0	0	0	0	0	0
ENSG00000259076	0	0	0	0	0	0	0	0	0
ENSG00000259077	0	0	0	0	0	0	0	0	0
ENSG00000259078	0	0	0	0	0	0	0	0	0
ENSG00000259079	0	0	2	0	0	0	0	4	0
ENSG00000259080	0	0	0	1.25	0	0	0	0	0
ENSG00000259081	0	0	0	0.11	0	0	0	0	0
ENSG00000259082	0	0	0	0	0	0	0	0	0
ENSG00000259083	0	0	0	0	0	0	0	0	0
ENSG00000259084	0	0	0	0	0	0	0	10.52	0
ENSG00000259086	0	0	0	0	0	0	0	0	0
ENSG00000259087	0	0	0	0	0	0	0	0	0
ENSG00000259088	0	0	0	0	0	0	0	0	0
ENSG00000259089	0	0	0	0	0	0	0	0	0
ENSG00000259090	2	0	0	0	0	0	0	0	0
ENSG00000259091	0	0	0	0	0	0	0	0	0
ENSG00000259092	0	0	0	0	0	0	0	0	0
ENSG00000259093	0	0	0	0	0	0	0	0	0
ENSG00000259094	54	0	0	0	0	0	0	0	0
ENSG00000259095	0	0	0	0	0	0	0	0	0
ENSG00000259096	0	0	10	0	0	0	0	0	0
ENSG00000259097	0	0	0	0	0	0	0	0	0
ENSG00000259098	0	0	0	3	0	0	0	0	0
ENSG00000259099	0	0	0	0	0	0	0	0	0
ENSG00000259100	0	0	0	0	0	0	0	0	0
ENSG00000259102	0	0	0	0	0	0	0	0	0
ENSG00000259103	0	0	0	0	0	0	0	0	0
ENSG00000259104	5.94	221.2	16.64	92.33	14.06	0.7	4.02	0	4
ENSG00000259105	0	0	0	0	0	0	0	0	0
ENSG00000259106	0	0	0	0	0	0	0.93	0	0
ENSG00000259107	0	0	0	0	0	0	0	0	0
ENSG00000259108	0	0	0	0	0	0	0	0	0
ENSG00000259109	0	0	0	0	0	0	0	0	0
ENSG00000259110	0	0	0	0	0	0	0	0	0
ENSG00000259111	0	0	0	0	0	0	0	0	0
ENSG00000259112	0	0	0	0	0	0	0	0	0
ENSG00000259113	0	0	1	0	0	0	0	0	0
ENSG00000259115	0	0	0	34.67	0	0	0	0	0
ENSG00000259116	0	0	0	0	0	0	0	0	0
ENSG00000259117	0	0	0	0	0	0	0	0	0
ENSG00000259118	0	0	0	0	0	0	0	0	0
ENSG00000259119	0	0	0	0	0	0	0	0	0
ENSG00000259120	0	0	0	0	0	0	0	0	0
ENSG00000259121	0	0	0	0	0	0	0	0	0
ENSG00000259122	0	0	0	0	0	0	0	0	0
ENSG00000259123	0	0	0	0	0	0	0	0	0
ENSG00000259124	0	0	0	0	0	0	0	0	0
ENSG00000259125	0	0	0	0	0	0	0	0	0
ENSG00000259126	0	0	0	0	0	0	0	0	0
ENSG00000259129	0	0	0	1	0	0	0	0	0
ENSG00000259130	0	0	0	0	0	0	0	0	0
ENSG00000259132	161.33	0	47.89	2.48	0	0	0	0	0
ENSG00000259133	0	0	0	0	0	0	0	0	0
ENSG00000259134	0	0	2.45	0	1	0	0	0	0
ENSG00000259135	11	0	1	0	0	0	0	0	0
ENSG00000259136	0	0	0	0	0	0	0	0	0
ENSG00000259137	0	0	0	0	0	0	0	0	0
ENSG00000259138	0	0	38.1	0	0	0	0	0	0
ENSG00000259140	0	0	0	0	0	0	0	0	0
ENSG00000259142	0	0	0	0	0	0	0	0	0
ENSG00000259143	1.13	0	0	0	0	0	0	0	0
ENSG00000259144	0	0	0	0	0	0	0	0	0
ENSG00000259146	0	0	0	0	0	0	0	0	0
ENSG00000259148	0	0	0	0	0	0	0	0	0
ENSG00000259149	0	0	0	0	0	0	0	0	0
ENSG00000259150	0	0	0	0	0	0	0	0	0
ENSG00000259151	0	0	0	0	0	0	0	0	0
ENSG00000259152	0	0	0	0	0	0	0	0	0
ENSG00000259153	0	0	18	0	0	0	0	0	0
ENSG00000259154	0	0	0	0	0	0	0	0	0
ENSG00000259155	0	0	0	0	0	0	0	0	0
ENSG00000259156	0	0	0	0	0	0	0	0	0
ENSG00000259157	0	0	0	0	0	0	0	0	0
ENSG00000259158	0	0	5	0	0	0	0	0	0
ENSG00000259160	0	0	0	0	0	0	0	0	0
ENSG00000259161	0	0	0	0	0	0	0	0	0
ENSG00000259162	0	0	0	0	0	0	0	0	0
ENSG00000259163	0	0	0	0	0	0	0	0	0
ENSG00000259164	0	0	1.86	0	0	0	0	0	0
ENSG00000259165	0	0	0	0	0	0	0	0	0
ENSG00000259166	0	0	0	0	0	0	0	0	0
ENSG00000259167	0	0	0	0	0	0	0	0	0
ENSG00000259168	0	0	0	0	0	0	0	0	0
ENSG00000259169	0	0	1.35	44.14	0	0	0	6.88	0
ENSG00000259170	0	0	0	0	0	0	0	0	0
ENSG00000259171	0	0	0	0	0	0	0	0	0
ENSG00000259172	1	1602	0	135.19	0	0	3	0	0
ENSG00000259173	0	0	0	0	0	0	0	0	0
ENSG00000259175	2	0	2.21	10.03	3.19	0	6.64	3.23	6
ENSG00000259177	0	0	0	0	0	0	0	0	0
ENSG00000259178	0	0	0	0	0	0	0	0	0
ENSG00000259179	0	0	0	0	0	0	0	0	0
ENSG00000259180	0	0	0	0	0	0	0	0	0
ENSG00000259181	0	0	0	0	0	0	0	0	0
ENSG00000259182	0	0	0	0	0	0	0	0	0
ENSG00000259183	0	0	0	0	0	0	0	0	0
ENSG00000259185	0	0	0	26.47	0	0	0	20.93	0
ENSG00000259186	0	0	0	0	0	0	0	0	0
ENSG00000259187	0	0	0	0	0	0	0	0	0
ENSG00000259188	0	0	0	0	0	0	0	0	0
ENSG00000259191	0	0	306	0	0	0	0	0	0
ENSG00000259192	0	0	0	0	0	0	0	0	0
ENSG00000259194	0	0	0	0	0	0	0	0	0
ENSG00000259195	0	0	0	0	0	0	0	0	0
ENSG00000259196	0	0	0	0	0	0	0	0	0
ENSG00000259198	0	0	0	0	0	0	0	0	0
ENSG00000259199	0	0	0	0	0	0	0	0	0
ENSG00000259200	0	0	0	0	0	0	0	0	0
ENSG00000259201	0	0	0	0	0	0	0	0	0
ENSG00000259202	0	0	0	0	0	0	0	0	0
ENSG00000259203	0	0	0	0	0	0	0	0	0
ENSG00000259204	0	0	0	0	0	0	0	0	0
ENSG00000259205	0	0	12	7	0	0	0	0	0
ENSG00000259207	11	7	4	381	0	0	0	0	0
ENSG00000259208	0	0	0	0	0	0	0	0	0
ENSG00000259209	0	0	0	14	0	0	0	0	0
ENSG00000259211	0	0	0	0	0	0	0	0	0
ENSG00000259212	0	0	0	0	0	0	0	0	0
ENSG00000259213	0	0	0	0	0	0	0	0	0
ENSG00000259214	0	0	0	0	0	0	0	0	0
ENSG00000259215	0	0	0	0	0	0	0	0	0
ENSG00000259216	0	0	0	0	0	0	0	0	0
ENSG00000259217	0	0	0	0	0	0	0	0	0
ENSG00000259218	0	0	0	0	0	0	0	0	0
ENSG00000259219	1.61	0	0	3.96	6.47	0	0	0	2
ENSG00000259221	0	0	15	1	0	0	0	0	0
ENSG00000259222	0	0	0	0	0	0	0	0	0
ENSG00000259223	0	0	0	0	0	0	0	0	0
ENSG00000259224	0	0	0	0	0	0	0	0	0
ENSG00000259225	278	0	0	0	0	0	0	0	0
ENSG00000259227	0	0	0	0	0	0	0	0	0
ENSG00000259228	0	0	0	0	0	0	0	0	0
ENSG00000259229	0	0	0	0	0	0	0	0	0
ENSG00000259230	0	0	0	0	0	0	0	0	0
ENSG00000259231	0	0	0	0	0	0	0	0	0
ENSG00000259232	0	0	0	0	0	0	0	0	0
ENSG00000259234	0	0	0	0	0	0	0	0	0
ENSG00000259235	0	0	0	0	0	0	0	0	0
ENSG00000259236	0	0	3	0	0	0	0	0	0
ENSG00000259237	0	0	0	0	0	0	0	0	0
ENSG00000259238	0	0	0	0	0	0	0	0	0
ENSG00000259239	0	0	0	0	0	0	0	0	0
ENSG00000259240	0	0	0	0	0	0	0	0	0
ENSG00000259241	0	0	0	0	0	0	0	0	0
ENSG00000259242	0	0	0	0	0	0	0	0	0
ENSG00000259244	2.92	0	1	0	0	0	1	0	0
ENSG00000259245	0	0	0	0	0	0	0	0	0
ENSG00000259246	0	0	0	0	0	0	0	0	0
ENSG00000259247	0	0	0	0	0	0	0	0	0
ENSG00000259248	0	0	7	2	0	0	0	0	0
ENSG00000259250	0	0	2	0	0	0	0	0	0
ENSG00000259251	0	0	0	28	0	0	0	0	0
ENSG00000259252	0	0	0	0	0	0	0	0	0
ENSG00000259254	0	0	0	0	0	0	0	0	0
ENSG00000259255	0	0	0	0	0	0	0	0	0
ENSG00000259256	0	0	0	0	0	0	0	0	0
ENSG00000259257	0	0	0	0	0	0	0	0	0
ENSG00000259258	0	0	0	0	0	0	0	0	0
ENSG00000259259	0	0	0	0	0	0	0	0	0
ENSG00000259261	0	0	0	0	0	0	0	0	0
ENSG00000259262	0	0	0	0	0	0	0	0	0
ENSG00000259265	0	0	0	0	0	0	0	0	0
ENSG00000259266	0	0	0	0	0	0	0	0	0
ENSG00000259267	0	0	0	0	0	0	0	0	0
ENSG00000259268	0	0	0	0	0	0	0	0	0
ENSG00000259269	1	0	0	0	0	0	0	0	0
ENSG00000259270	0	0	0	0	0	0	0	0	0
ENSG00000259271	0	0	0	0	0	0	0	0	0
ENSG00000259273	0	0	0	0	0	0	0	0	0
ENSG00000259274	0	0	0	0	0	0	0	0	26
ENSG00000259275	0	0	0	0	0	0	0	0	0
ENSG00000259276	0	0	0	0	0	0	0	0	0
ENSG00000259277	0	0	0	0	0	0	0	0	0
ENSG00000259278	0	0	0	0	0	0	0	0	0
ENSG00000259279	1.37	0	0	0	0	0	0	0	0
ENSG00000259280	0	0	0	0	0	0	0	0	0
ENSG00000259281	0	0	0	0	0	0	0	0	0
ENSG00000259282	0	0	0	0	0	0	0	0	0
ENSG00000259283	0	0	0	0	0	0	0	0	0
ENSG00000259284	0	0	0	0	0	0	0	0	0
ENSG00000259285	0	0	0	0	0	0	0	0	0
ENSG00000259286	0	0	0	0	0	0	0	0	0
ENSG00000259287	0	0	0	0	0	0	0	0	0
ENSG00000259288	2.47	0	0	2	0	0	0	0	0
ENSG00000259289	0	0	0	0	0	0	0	0	0
ENSG00000259290	0	0	0	0	0	0	0	0	0
ENSG00000259291	13.97	0	259.35	0	0	0	0	0	0
ENSG00000259293	0	0	0	0	0	0	0	0	0
ENSG00000259294	0	0	0	0	0	0	0	0	0
ENSG00000259295	0.99	7.85	18.46	380.31	96.97	1	0	36.53	0
ENSG00000259296	0	0	0	0	0	0	0	0	0
ENSG00000259298	2	0	8.67	0	0	0	0	0	0
ENSG00000259299	0	0	0	0	0	0	0	0	0
ENSG00000259300	0	0	0	0	0	0	0	0	0
ENSG00000259301	0	0	0	0	0	0	0	0	0
ENSG00000259302	0	0	0	0	0	0	0	0	0
ENSG00000259303	0	0	0	0	0	0	0	0	0
ENSG00000259304	0	0	0	0	0	0	0	0	0
ENSG00000259305	0	0	0	15.17	0	0	0	0	0
ENSG00000259306	0	0	0	0	0	0	0	0	0
ENSG00000259307	0	0	0	0	0	0	0	0	0
ENSG00000259308	0	0	33	0	0	0	0	0	35
ENSG00000259309	0	0	0	0	0	0	0	0	0
ENSG00000259312	0	0	0	0	0	0	0	0	0
ENSG00000259314	0	0	9	0	0	0	0	0	0
ENSG00000259315	2.06	0	27.72	7.06	0	0	2	0	0
ENSG00000259316	0	0	6.42	0	0	0	0	0	0
ENSG00000259317	0	0	0	2	0	0	0	0	0
ENSG00000259318	0	0	0	0	0	0	0	0	0
ENSG00000259319	91	0	0	29	0	0	0	0	0
ENSG00000259320	0	0	0	0	0	0	0	0	0
ENSG00000259321	4	117	0	7.11	0	0	0	0	0
ENSG00000259322	0	0	0	0	0	0	0	0	0
ENSG00000259324	0	0	0	0	0	0	0	0	0
ENSG00000259326	0	0	0	0	0	0	0	0	0
ENSG00000259327	1.33	0	1.02	0	129.03	0	0	1.06	0
ENSG00000259330	72	0	27	4	0	0	12	0	0
ENSG00000259331	0	0	0	0	0	0	0	0	0
ENSG00000259332	0	0	6.54	0	0	0	0	0	1
ENSG00000259333	0	0	0	0	0	0	0	0	0
ENSG00000259334	0.99	0	0	0	0	0	0	0	0
ENSG00000259335	0	0	0	0	0	0	0	0	0
ENSG00000259336	0	0	0	0	0	0	0	0	0
ENSG00000259337	0	0	0	0	0	0	0	0	0
ENSG00000259338	0	0	0	0	0	0	0	0	0
ENSG00000259339	0	0	0	0	0	0	0	0	0
ENSG00000259340	0	0	0	0	0	0	0	0	0
ENSG00000259341	0	0	0	0	0	0	0	0	0
ENSG00000259342	4.59	0	28.45	69.74	8.65	14.63	5.27	3	9.3
ENSG00000259343	0	0	0	0	0	0	0	0	0
ENSG00000259345	2	0	2.51	9.02	0	0	12.31	40.75	2360
ENSG00000259346	0	0	0	0	0	0	0	0	0
ENSG00000259347	0	0	0	0	0	0	2	0	0
ENSG00000259348	0	0	0	0	0	0	0	0	0
ENSG00000259349	0	0	0	0	0	0	0	0	0
ENSG00000259350	0	0	0	0	0	0	0	0	0
ENSG00000259351	0	0	0	0	3	0	13	0	0
ENSG00000259352	0	0	0	3.78	0	0	9.2	0	0
ENSG00000259353	0	0	0	0	0	0	0	0	0
ENSG00000259354	0	0	67.59	3.02	0	0	0	4.92	5
ENSG00000259356	0	0	0	0	0	0	0.19	0	0
ENSG00000259357	0	3.01	0	0	0	0	0	0	6.44
ENSG00000259358	0	0	0	0	0	0	0	0	0
ENSG00000259359	0	0	0	5	0	0	0	0	0
ENSG00000259360	0	0	0	0	0	0	0	0	0
ENSG00000259361	0	0	0	0	0	0	0	0	0
ENSG00000259362	0	0	0	0	0	0	0	0	0
ENSG00000259363	0	0	0	0	0	0	0	0	0
ENSG00000259364	0	0	0	0	0	0	0	0	0
ENSG00000259365	0	0	0	0	0	0	0	0	0
ENSG00000259366	8	0	0	0	0	0	0	0	0
ENSG00000259367	2	0	0	2	0	0	0	0	0
ENSG00000259368	0	0	0	0	0	0	0	0	0
ENSG00000259369	0	0	0	0	0	0	0	0	0
ENSG00000259370	0	0	90	3.95	36.84	2321.36	81	3	0
ENSG00000259371	0	0	0	0	0	0	0	0	0
ENSG00000259372	0	0	0	0	0	0	0	0	0
ENSG00000259374	0	0	0	0	0	0	0	0	0
ENSG00000259375	146.46	0	0	0	0	0	0	62.73	0
ENSG00000259376	0	0	0	0	0	0	0	0	0
ENSG00000259377	0	0	0	0	0	0	0	0	0
ENSG00000259378	0	0	0	0	0	0	0	0	0
ENSG00000259379	18	0	35	0	0	0	0	0	0
ENSG00000259380	339	405.93	521.62	1081.33	1592.35	2163.44	925.04	368.68	2009.62
ENSG00000259381	0	0	0	3	0	0	0	0	0
ENSG00000259383	0	0	0	0	0	0	0	0	0
ENSG00000259384	0	0	0	0	0	0	0	0	0
ENSG00000259385	0	0	0	0	0	0	0	0	0
ENSG00000259388	0	0	0	0	0	0	0	0	0
ENSG00000259389	0	0	0	0	0	0	0	0	0
ENSG00000259390	0	0	0	0	0	0	0	0	0
ENSG00000259392	0	0	0	0	0	0	0	0	0
ENSG00000259393	0	0	0	0	0	0	0	0	0
ENSG00000259394	2	0	0	0	0	0	1	0	1
ENSG00000259395	0	0	0	0	0	0	0	0	0
ENSG00000259396	0	0	0	0	0	0	0	0	0
ENSG00000259397	0	0	0	0	0	0	0	0	0
ENSG00000259398	0	0	0	0	0	0	0	0	0
ENSG00000259399	0.66	0	0	0	0	0	0	0	0
ENSG00000259402	0	0	0	0	0	0	0	0	0
ENSG00000259403	0	0	0	0	0	0	0	0	0
ENSG00000259404	0	0	0	23	0	0	0	0	0
ENSG00000259405	0	0	0	0	0	0	0	0	0
ENSG00000259407	0	0	2.23	0	0	0	0	0	0
ENSG00000259408	0	0	0	0	0	0	0	0	0
ENSG00000259409	0	0	0	0	0	0	0	0	0
ENSG00000259410	0	0	0	0	0	0	0	0	0
ENSG00000259411	0	0	0	0	0	0	0	0	0
ENSG00000259413	0	0	0	0	0	0	0	0	0
ENSG00000259414	0	0	0	0	0	0	0	0	0
ENSG00000259415	0	0	0	0	0	0	0	0	0
ENSG00000259416	0	0	0	0	0	0	0	0	0
ENSG00000259417	0	1	0	0	0	0	0	0	0
ENSG00000259418	0	0	0	0	0	0	0	0	0
ENSG00000259419	0	0	0	0	0	0	0	0	0
ENSG00000259420	0	0	0	0	0	0	0	0	0
ENSG00000259421	0	0	0	0	0	0	0	0	0
ENSG00000259422	0	0	0	0	0	0	0	0	0
ENSG00000259423	0	0	0	0	0	0	0	0	0
ENSG00000259424	0	0	0	0	0	0	0	0	0
ENSG00000259425	0	0	0	0	0	0	0	0	0
ENSG00000259426	0	0	0	0	0	0	0	0	0
ENSG00000259427	0	0	0	0	0	0	0	0	0
ENSG00000259428	1	0	0	0	0	0	0	0	0
ENSG00000259429	0	7	0	0	0	0	0	1	0
ENSG00000259430	0	0	0	0	0	0	0	0	0
ENSG00000259431	31.24	0	80.18	83.45	0	1.91	0	0	0
ENSG00000259432	0	0	0	0	0	0	0	0	0
ENSG00000259433	0	0	6	0	0	0	0	0	0
ENSG00000259434	0	0	0	0	0	0	0	0	0
ENSG00000259435	0	0	0	0	0	0	0	0	0
ENSG00000259436	0	0	17	0	0	0	0	0	0
ENSG00000259437	0	0	0	0	0	0	0	0	0
ENSG00000259438	0	0	42	0	0	0	0	0	0
ENSG00000259439	0	0	0	0	0	0	0	0	0
ENSG00000259440	0	0	0	1	0	0	0	0	0
ENSG00000259441	0	0	0	0	0	0	0	0	0
ENSG00000259442	0	0	0	0	0	0	0	0	0
ENSG00000259443	0	0	0	0	0	0	0	0	0
ENSG00000259444	0	0	0	0	0	0	0	0	0
ENSG00000259445	0	0	9.2	11.41	0	0	16.13	0	3.84
ENSG00000259446	0	0	0	0	0	0	0	0	0
ENSG00000259447	0	0	0	0	0	0	0	0	0
ENSG00000259448	5	1	0	0	0	0	0	0	0
ENSG00000259449	0	0	0	0	0	0	0	0	0
ENSG00000259450	0	0	0	0	0	0	0	0	0
ENSG00000259452	0	0	0	0	0	0	0	0	0
ENSG00000259453	0	0	0	0	0	0	0	0	0
ENSG00000259454	0	0	0	0	0	0	0	0	0
ENSG00000259456	4	0	0	9	0	0	0	0	0
ENSG00000259457	0	0	0	0	0	0	37	0	0
ENSG00000259458	0	0	0	0	0	0	0	0	0
ENSG00000259459	0	0	2	2	0	0	0	0	0
ENSG00000259460	0	0	0	8.84	0	0	0	0	0
ENSG00000259461	0	0	0	0	0	0	0	0	0
ENSG00000259462	2.33	0	10.62	6.6	23.99	33.39	0	14.37	39.2
ENSG00000259463	0	0	0	0	0	0	0	0	0
ENSG00000259464	0	0	0	0	0	0	0	0	0
ENSG00000259465	0	0	0	0	0	0	0	0	0
ENSG00000259466	0	0	0	0	0	0	0	0	0
ENSG00000259467	0	0	0	72	0	0	0	0	0
ENSG00000259468	0	0	0	0	0	0	0	0	0
ENSG00000259469	1	0	0	0	0	0	0	0	0
ENSG00000259470	0	0	0	0	0	0	0	0	0
ENSG00000259471	0	0	0	0	0	0	0	0	0
ENSG00000259473	0	0	0	0	0	0	0	0	0
ENSG00000259474	0	0	0	0	0	0	0	0	0
ENSG00000259475	0	0	0	0	0	0	0	0	0
ENSG00000259476	0	0	25	0	0	0	0	0	0
ENSG00000259477	0	0	0	0	0	0	0	0	0
ENSG00000259478	0	0	0	0	0	0	0	0	0
ENSG00000259479	20.68	1	35.6	27.55	0	0	228.2	0	35
ENSG00000259481	0	0	0	0	0	0	0	0	0
ENSG00000259482	0	0	0	0	0	0	0	0	0
ENSG00000259483	0	0	0	0	0	0	0	0	0
ENSG00000259485	0	3	13.34	18.33	0	0	0	0	17.21
ENSG00000259488	3.94	1.01	49.12	61.04	22.36	11.58	34.54	12.49	1.6
ENSG00000259489	0	0	0	0	0	0	0	0	0
ENSG00000259490	0	0	0	0	0	0	0	0	0
ENSG00000259493	0	0	0	0	0	0	0	0	0
ENSG00000259494	40.16	0	0	36	0	0	0	0	0
ENSG00000259495	0	0	8.49	0	0	41.35	0	0	0
ENSG00000259496	0	0	0	0	0	0	0	0	0
ENSG00000259498	0	0	1	54.61	0	0	0	0	0
ENSG00000259499	0	0	0	0	0	0	0	0	0
ENSG00000259500	0	0	0	0	0	0	0	0	0
ENSG00000259502	0	0	0	0	0	0	0	0	0
ENSG00000259503	0	0	0	0	0	0	0	0	0
ENSG00000259504	0	0	0	0	0	0	0	0	0
ENSG00000259505	0	0	0	0	0	0	0	0	0
ENSG00000259507	0	0	0	0	0	0	0	0	0
ENSG00000259508	0	0	0	0	0	0	0	0	0
ENSG00000259509	0	0	0	0	0	0	0	0	0
ENSG00000259511	0	0	1	3.29	0	0	0	0	0
ENSG00000259512	0	0	0	0	0	0	0	0	0
ENSG00000259513	0	0	0	0	0	0	0	0	0
ENSG00000259514	0	0	3	0	0	0	0	0	0
ENSG00000259515	0	0	8	5.15	0	0	0	0	0
ENSG00000259516	0	0	0	0	5.86	0	0	0	0
ENSG00000259517	0	0	0	0	0	0	0	0	0
ENSG00000259518	0	0	0	0	0	0	0	0	0
ENSG00000259519	0	0	0	2	0	0	0	0	0
ENSG00000259520	0	0	0	0	0	0	0	0	0
ENSG00000259521	0	0	0	0	0	0	0	0	0
ENSG00000259522	0	22.66	0	0	0	0	0	0	0
ENSG00000259523	0	0	0	0	0	0	0	0	0
ENSG00000259525	0	0	0	0	0	0	0	0	0
ENSG00000259527	0	0	0	0	0	0	0	0	0
ENSG00000259528	0	0	0	0	0	0	0	0	0
ENSG00000259529	0	0	51.47	2.74	1.82	0	0	0	0
ENSG00000259530	0	0	0	0	0	0	0	0	0
ENSG00000259531	0	0	0	0	0	0	0	0	0
ENSG00000259532	0	0	0	0	0	0	0	0	0
ENSG00000259533	0	0	0	0	0	0	0	0	0
ENSG00000259534	0	0	0	0	0	0	0	0	0
ENSG00000259535	0	0	0	0	0	0	0	0	0
ENSG00000259536	0	0	0	0	40.12	0	0	0	0
ENSG00000259538	0	0	0	0	0	0	0	0	0
ENSG00000259539	22.35	3.86	56.94	52.13	103.49	3	4.9	245.91	11.42
ENSG00000259540	0	0	0	0	0	0	0	0	0
ENSG00000259541	0	0	0	0	0	0	0	0	0
ENSG00000259542	0	0	0	0	0	0	0	0	0
ENSG00000259543	0	0	0	0	0	0	0	0	0
ENSG00000259544	0	0	0	1.01	0	0	0	0	0
ENSG00000259545	0	0	0	0	0	0	0	0	0
ENSG00000259546	0	0	0	0	0	0	0	0	0
ENSG00000259547	0	0	0	0	0	0	0	0	0
ENSG00000259548	0	0	0	0	0	0	0	0	0
ENSG00000259550	0	0	0	0	0	0	0	0	0
ENSG00000259551	0	0	0	0	0	0	0	0	0
ENSG00000259553	0	0	0	0	0	0	0	0	0
ENSG00000259554	0	0	0	0	0	0	0	0	0
ENSG00000259555	0.41	0.99	0	5.67	0	0	0	0	0
ENSG00000259556	0	0	0	0	0	0	0	0	0
ENSG00000259557	0	0	0	0	0	0	0	0	0
ENSG00000259558	0	0	0	0	0	0	0	0	0
ENSG00000259560	0	0	0	0	0	0	0	0	0
ENSG00000259561	0	0	0	0	0	0	0	0	0
ENSG00000259562	0	0	0	0	0	0	0	0	0
ENSG00000259563	0	0	0	0	0	0	0	0	0
ENSG00000259564	0	0	0	0	0	0	0	0	0
ENSG00000259565	0	0	0	9	0	0	0	0	0
ENSG00000259569	0	0	0	0	0	0	0	0	0
ENSG00000259570	0	0	0	0	0	0	0	0	0
ENSG00000259571	0	0	0	0	0	0	0	0	0
ENSG00000259572	0	0	0	0	0	0	0	0	0
ENSG00000259573	0	0	0	0	0	0	0	0	0
ENSG00000259575	0	0	0	0	0	0	0	0	0
ENSG00000259577	0	0	0	0	0	0	0	0	0
ENSG00000259579	0	0	0	0	0	0	0	0	0
ENSG00000259580	0	0	0	0	0	0	0	0	0
ENSG00000259581	24	0	0	0	0	0	0	0	0
ENSG00000259582	0	0	0	0	0	0	0	0	0
ENSG00000259583	0	33.92	0	66.28	0	0	30	17	0
ENSG00000259584	0	1.48	0	0	0	0	0	0	0
ENSG00000259585	0	0	0	0	0	0	0	0	0
ENSG00000259586	0	0	0	0	0	0	0	0	0
ENSG00000259587	0	0	0	0	0	0	0	0	0
ENSG00000259588	0	0	0	0	0	0	0	0	0
ENSG00000259589	0	0	0	0	0	0	0.05	0	0
ENSG00000259590	0	0	0	0	0	0	0	0	0
ENSG00000259591	0	0	0	0	0	0	0	0	0
ENSG00000259592	0	0	0	0	0	0	0	0	0
ENSG00000259593	0	0	0	0	0	0	0	0	0
ENSG00000259594	0	0	0	0	0	0	0	0	0
ENSG00000259595	0	0	0	0	0	0	0	0	0
ENSG00000259598	0	0	0	0	131	0	0	0	0
ENSG00000259600	39	0	135	0	0	0	0	0	0
ENSG00000259601	1	0	0	0	0	0	0	0	0
ENSG00000259602	0	0	0	0	0	0	0	0	0
ENSG00000259603	0	0	0	0	0	0	0	0	0
ENSG00000259604	0	0	0	0	0	0	0	0	0
ENSG00000259605	0	0	0.04	5.57	0	0	0	0	0
ENSG00000259607	43.78	0	0	0	0	0	0	0	492.6
ENSG00000259608	0	0	0	0	0	0	0	0	0
ENSG00000259609	0	0	0	0	0	0	0	0	0
ENSG00000259610	0	0	0	0	0	0	0	0	0
ENSG00000259611	0	0	0	0	0	0	0	0	0
ENSG00000259612	5	13	0	1	3	1	4	0	2
ENSG00000259614	0	0	0	0	0	0	0	0	0
ENSG00000259615	0	0	0	0	0	0	0	0	0
ENSG00000259616	0	0	0	0	0	0	0	0	0
ENSG00000259617	0	0	0	0	0	0	0	0	0
ENSG00000259618	0	0	0	1	0	0	0	0	0
ENSG00000259619	0	0	0	0	0	0	0	0	0
ENSG00000259620	0	0	0	0	0	0	0	0	0
ENSG00000259621	0	0	0	0	0	0	0	0	0
ENSG00000259622	0	0	1	0	0	0	0	0	0
ENSG00000259623	0	0	17	21	5	0	0	0	1
ENSG00000259624	0	0	0	0	0	0	0	0	0
ENSG00000259626	0	0	1	0	0	0	0	0	0
ENSG00000259627	0	0	0	0	0	0	0	0	0
ENSG00000259628	0	0	0	0	19	0	0	0	0
ENSG00000259630	0	0	1	0	30	0	0	0	0
ENSG00000259631	0	0	0	0	0	0	0	0	0
ENSG00000259632	0	0	0	0	0	0	0	0	0
ENSG00000259633	0	0	0	0	0	0	0	0	0
ENSG00000259635	0	0	2	0	16.1	0	0	0	2.54
ENSG00000259636	0	0	0	0	0	0	0	0	0
ENSG00000259637	0	0	0	0	0	0	0	0	0
ENSG00000259639	0	1	2.52	0	7.41	0	0	0	0
ENSG00000259641	0	1.5	0	3.01	0	0	1	0	0
ENSG00000259642	68.57	0	28.03	26.34	258.34	1.98	173.34	0	0
ENSG00000259644	0	0	0	1	0	0	0	0	0
